별점,리뷰,긍/부정
5,늘 먹는곳이라 믿고 시킵니다. 맛있어요,1
5,잘먹렀습나다 가성비 갑,1
5,오 너무 맛있어요 !!!! 배달도 친철하시네요!!!,1
5,요청사항 잘들어주시고 배달도 빨라서 냉면은 시원하게 돈가스는 식지않고 따뜻하게 맛있게 먹었습니다^^,1
4,라뽂이 생각보다 매웠어용 돈가쓰도 소스에 적혀져있고ㅠㅠㅠ 여기는 국물이랑 쫄면맛있어요!,1
5,여기는 찌개랑 탕 맛집! 잘 먹었어용,1
4,떡볶이 치즈가 피자치즈같은 치즌줄 알았는데 슬라이스치즈?? 같은거더라구용 은근 괜찮았어용 면이 불어서 오는건 감수해야되는 것 같아용ㅜㅜ 돈가스는 맛있었는데 치즈 양이 좀 적고 찍먹인데 소스가 부어진 상태로 왔더라구용 근데 이건 제가 따로 말씀 안드린거니까용 히히 맛도 있고 양이 진짜 많아용,1
4,맛잇습니다~~~~~~~~,1
5,양도많고 애기들이랑잘먹엇네요,1
3,사천 중화볶음밥은 그냥 봉지 뜯고 대운맛 비추입니다 ㅜ 오늘 주문은 볶음때문에 망했네요,1
5,잘~~~~먹엇습니다~~,1
5,김밥천국 맛도좋구 가격대비시켜먹기좋아용,1
5,가성비완전좋구맛있음,1
5,아주맛있어요 뜨끈하고요,1
5,너무 맛있어요!!!!!!,1
5,자주시켜먹는곳이라 또시켜요~아이들이 좋아해요,1
5,맛있어요 알탕이랑 땡초김밥 라볶이 시켰는데 반찬도 푸짐하고 잘 먹었습니다,1
5,맛있어요~~~~~~~~~,1
5,역시 찌개류!!잘먹었습니다,1
5,잘먹었습니당 또시킬게요,1
5,배달시간보다 조금 늦게왔지만 맛있게 먹었어요~^^,1
3,배달은 빨랐지만 포장상태가 안좋아서 국물 흐르고 홍수난채 배달 옴,1
5,배달하시는분이 문앞에 놓고 가신다고 친절하게 전화도 해주시고 돈까스세트와 호박죽을 시켰는데 포장이 깔끔하고 아기와 함께 맛있는 먹었습니다^^,1
5,ㅎㅅㅎㄷㄴㅇㄷㄱㅅㄷㆍ,1
3,순대 맛있고 쫄면은 쪼금 매운데 맛있어요 배달도 빠르네요,1
5,아주아주 배부르게 잘 먹었네요??,1
5,맛나네여쫄면은 좀맛이약해여 좀더강하게,1
5,배송빠르고잘받았어요. 맛있어요.,1
4,가격에 비해 양도많구 맛도 어느정도해요 잘먹엇습니당~,1
5,맛있게 잘먹었습니다.,1
5,넘 맛있게 잘먹었읍니다,1
5,맛도 양도 먼족함 착한가격임,1
4,늦은밤 맛있게 먹었어요~,1
3,비빔냉면은 도저히 못 먹겠네요 짜고 다 불고 딱 맛없는 냉면집 냉면같아요 평소에 간이 잘 맞아서 종종 주문해서 먹었는데 냉면은 좀 아닌듯 같이 시킨 갈비탕은 그냥저냥 이네요 예전에 참치찌게같은건 맛있게 먹었거든요 참고하세요,1
5,김밥이랑 돈가스 오뎅 맛있어요,1
4,오므라이스가 좀 느끼한거 빼고는 다 괜찮음,1
5,좀 오래 걸리긴 하지만 먹을만해요,1
1,배달시간이 정확히 1시간 12분이 걸렸으며 김밥을 썰지 않고 통으로 달라는 작은 부탁하나도 들어주지 않고 전부 썰어서 보내 주었다,-1
5,맛도괜찮고 맛찬도 넉넉히주시고 너무나감사합니다,1
2,음식이 많이 쏘아 졌어요,-1
5,음식 받았는데 봉투에 어묵 국물이 새있어서 쫌 그랬는데?? 음식 먹자마자 너무 맛있어서 국물 흐른건 잊혀졌어요 진짜 너무너무 맛있고 양도 엄청 많아서 셋이 먹었는데 남았네요....?? 너무 맛있어서 자주 시켜먹을것같아요??,1
5,양많고 맛도 괜찮네요. 또시켜먹을께요~~,1
5,아들과 배불리 잘먹었읍니다,1
3,쫄면은 야채도 많고 맛도 좋았어요 근데 떡볶이 떡이 반이 푸르스름했어요 왜 그럴까요? 덜익어서 집에서 오뎅국물 넣고 렌지돌려서 먹었어요 바로 전화하려다가.. 처음이네요 항상 떡볶이는 최고였는데..,1
5,쫄면 세트 가성비 최고네여ㅋㅋㅋ오뎅 진짜 쪼끔 올줄 알았는데 놀래써여 쫄면도 양 넉넉했습니다 좋아요,1
5,생각보다 구성도 알차고 맛있었습니다!,1
5,집 앞 김천있는데 늘 여기서 시켜요 라볶이 돈까스 넘나 맛있어요,1
3,김밥만 맛있음,1
4,맛있게 잘 먹었네요~~~,1
4,밋있게 잘 먹었습니다~~,1
3,라볶이가 무슨 다 뿔어서 옴;; 김밥 좀 비싼듯,1
1,걍 그럭저럭 입니다 보통이에요,-1
5,돈까스가 너무 맛있어서 혼자서 두개시켰네요 ㅎㅎ 요청사항도 잘들어주시고 배달도 빠르고 대만족합니다^^,1
5,넘맛있게 먹었어요 맛나네요,1
2,김밥이 땡초였는데 땡초 아닌줄.절반 버렸어요. 생맥주는 그냥 맹물.,-1
5,맛나게 잘 먹었습니다. 다만 돈가스2개 시켰는데 국1김치1 등 반찬이 한개씩왔어요 바쁘시겠지만 다음부터는 신경써주세요 감사합니다,1
1,진짜 맛 없어요ㅡㅡ 맛은 진짜 개밥 같다 맛은 왜 이래??ㅡㅡ 중국인맛입이 맞을것 같네 손해 받네 다음에 절대 주문하지 않아요 분말하세요ㅡㅡ,-1
5,배달도 빠르고 맛도 굿이였어요,1
4,맛도 괜찮구요 좋습니다,1
4,맛있었어요 잘먹었습니다,1
5,김치찌개는 별루네요 ㅎ 치즈 돈가스 맛나게 묵었어요 ^^~,1
5,배달빠르고 양도 맘에들어요,1
4,배고파서 먹었습니다 그저그래요,1
4,배달빨라요. 맛있어요,1
3,배달 한시간만에 도착했어요. 도착예정시간 지나고 전화하니 출발한지 한참됐다네요. 한시간만에 도착한 음식이 다식었어요 라볶이는 정말 퉁퉁뿔어서 다끊어지고요 카레와 돈까스는 차가워요.. 제육볶음은 미지근하구요.. 양과 맛은 좋은데 음식이 다식고다뿔고 시간이 정말..아쉽네요,1
5,맛있게 잘먹었습니ㅣ .,1
5,배달도 빨리오고 맛있습니다. 일단 양도 만족이구요,1
5,돈가스는소스따로주는게더좋을거같아요. 그래도 만족합니다,1
5,오늘도 역시 단백질러버를 위한 제육덮밥! 매콤하다네요 떡뽀이셋트는 항상 푸짐해요 둘이서 다 못먹음 ㅠ 오늘은 깔끔포장으로 매우만족^^,1
5,감사합니다 잘 받았습니다,1
4,국물떡볶이가 특히 맛있네요,1
5,좋다좋다 너무좋다아아아,1
5,매일시키묵는데 좋아요 배달도빠르고 맛도좋고,1
4,순대양이 그닥 떡볶이도 야채가 반인듯 쫄면은 양 괜찮았고 우동은 맛있음 먹을만함,1
5,청국장이 의외로 맛있었어요 ㅋㅋㅋㅋㅋ 핵꿀맛,1
5,좋아요~^^맛있게 잘먹었습니다~^^,1
4,계란찜이 너무짠거 빼고 괜찮음요,1
5,떡볶이 살짝 매운데도 맛있네요.,1
3,음....탕수육 괜찮았어요 고기 튀긴것만... 소스는....아니였어요. 후루츠카테일 과일들로 맛내신거 같은데 튀긴고기가 아깝다는 생각이들정도 고기양은 대짜인데 좀작은듯하고요. 배달은.... 늦게왔네요 예상시간을 훌쩍 넘겨서오셨고..팹시콜라 주셨어요 너무늦어 죄송하다는 말과 함께 단품으로 탕수육 하나 시켰는데요 너무늦고 양작아요,1
4,맛.양 너무 좋앗어요.,1
5,항상 맛있게 먹고 있어요,1
5,음식들 대체적으로 맛이 좋습니다 간도 알맞게 만들어서 오네요,1
5,양 많고 맛있었습니다.,1
5,맛있게 잘먹었습니다,1
1,김밥은 기름도 안발라졌고 썰다말아 다터지고 차가웠구요. 우동은 밍밍. 돈까스도 별루 참치김치치개는 그냥 먹을만... 공수리 김밥천국은 맛있는대 배달이안되서ㅠ,-1
5,김치찌개랑 순대 진짜 맛있게 질막었습니다 근대 떡볶이 떡에서만 아쉽게 살짝 냄새가... 그래도 항상 맛있게먹어요 감사합니다~,1
3,감사히 잘먹었습니다,1
5,비오는 날 시켜서 죄송해요. 오늘도 감사합니다.^^,1
5,맛있게 잘먹었어요.,1
5,쫄면 넘 맛있어요 고구마치즈돈까스도요,1
5,말이 필요없음 가성비 대박임 오뎅탕은 넣으실때 패킹을 신경쓰셔야 할듯해요 안에서 흘렀네요,1
5,맛잇어요 자주 시켜먹겟습니다 담번에는 다른 메뉴로 ㅎㅎㅎ,1
5,믿고먹는 김밥천국 잘먹었습니다,1
3,팥죽이 맛별로..양은작고..오렌지쥬스는 4천윈인데 마트할인행사 오렌지쥬스가 왔음 음식받고 기분망치네요..,1
5,믿고즐기는맛집입니다,1
4,바쁘셨나봐요 김밥이 다 잘리다 말았어요ㅜㅜ 뜯다가 김밥 다 터졌네요ㅜㅜ,1
5,맛있어요 잘먹었습니다,1
2,당근부자인것 같았어요 모든 음식에 당근이~~~넘치게 많이 우동면에 비해 국물이 넘 많아서 싱거웠어요 니맛내맛도 없었어요 쫄면은 쫄깃한 면빨이 아니였구요 넘 많이 삶았나.. 떡볶이 맛은 좋았어요,-1
5,감사합니당 맛있었어요,1
5,참치김치볶음밥은 항상먹어도 맛있습니다~,1
5,종류가 많아 종종애용하는 김밥집,1
4,달걀찜하고 반찬도 주시네요 우동국물? 뜨끈하게 잘먹었어요 사천중화볶음밥은 아쉬운듯.. 야채도 양념도 좀 부족합니다 받고서 ???했어요 제육은 맛나다하네요,1
4,배달이 엄청 늦게 왔어요ㅜㅜ,1
4,싼 가격에 맛있어요,1
4,잘먹었습이다 번창하십쇼,1
5,음하하하..진짜 배불러요 가격맞추느라 순대까지 시켰고.. 1인상치고 김밥은 먼저먹고 데우기해서 두끼해결했어요 떡뽀이 야채많아서 좋았어요 요청사항도 잘들어주시려고 볼펜으로 메모한 글씨. 감동♡ 개취 대만족!!,1
2,배달시간은 늦지않게 왔어요. 오징어덮밥....이거는 오징어라는거 빼셔야 할듯요! 다부서진 오징어 부스러기만 대충 던져서 만드신것 같네요! 오징어 덩어리 4 개 보이고는 전부 부스러기고요! 그냥야채에 비벼서 먹는거네요!! 된장찌개는 워... 비닐에 재료 썰어두신거 끓이는 과정에서 비닐안 재료 털어넣으신거 같은데요 !!! 비닐이 안에서 덩그러니 나오네요! 여기 자주시켜먹는데요...이번 좀심하네요 맛.가격 어느정도괜찮다 해서 시켜 먹는건데 이번 배달은 실망입니다! 먹다 나와서 다 버립니다 !,-1
5,맛이.....끝내줘요,1
3,오뎅국물이 포장비닐봉지않에 다 넘쳐 흥건하네요 ㅠㅠ,1
5,첨시켰는데 갠찮네요 ㅎㅎ 맛있었어요,1
5,존맛탱입니다 인정함,1
5,항상 잘먹고 있습니다 라뽁이 짱 맛있어요 감사합니다 ^^,1
5,배달 빠르고 맛도 좋고 양도 많아요,1
3,잘먹었습니다 배달 빨리와서 좋네요,1
5,맛있고!!!!!! 포장도깔끔하고 양도많고 반찬도 많이외서 죠아요 ㅎㅎ근데 배달가능한 최소금액이 좀 많아서 슬프네욤,1
4,우동은 짭짤하고 맛잇어요! 돈까스는 소스 따로달라고 했고 물만두 맛잇는데 건조해서 우동국물 좀 뿌려서 먹엇더니 괜찮아요! 떡볶이는 조금싱거운 거빼면 만족이요! 김밥도 맛잇어영!!,1
5,맛있고 배달 빨라요 비빔밥에 야채랑 나물이 많아서 넘 조아요 배터지게먹었네요 부대찌개도 양이많아서 두번 나눠먹었어요,1
3,떡볶이는 맛있었지만 당근을 왜 그렇게 마니 넣으신지 모르겠네요 당근보다 양배추를 넣어 주시는게 좋을것 같구요 참치김밥 마요네즈 넣은건지 안넣은건지 모를정도로 너무 적게 넣어주셨어요 맛이 없었네요 그냥 김밥이 더 맛있었다고 말씀 드리고 싶네요,1
4,배부르게 먹었어요 빠른배달 굿,1
5,많네요 양이.. 빠르고 쿠폰적용해서 먹었더니 매우만족합니다 요청사항도 잘 들어주시네요 돈가스소스가 좀 묽긴해요 추운날 우동이 먹고 싶었는데 셋트구성이 딱 좋네요,1
5,돈꺼스 라볶이 맛있어요~~~~,1
5,맛있게 잘 먹었습니다. 감사합니다.,1
5,상타치 하타치 중타치 중 상타취,1
5,항상 잘 먹고 있습니다 감사합니다 ^^,1
3,여기는 왜 순대에 다른 내장같은건 안주나요?,1
5,잘먹었습니다~~~다음에또시켜먹을께요,1
5,돈가스가젤맛있음 ~~,1
4,맛있었어요. 배달시간이 좀늦은거랑 양이 좀 적었어요,1
5,맛있어용~~~~~~,1
5,너무너무너무너무좋아요,1
4,맛있고 양도 많아요 특히 라볶이가 엄철 많아요 하지만 우동 맛이 너무 약해요(어묵 국물이랑 비교되서 그런걸수도 있어요) 그리고 단무지가 비닐이 없어서 솥아져서 와서 못먹었어요..,1
5,잘먹었습니다. 맛있어요,1
4,김밥돈가스 맛있네요,1
5,잘먹었습니다 감사합니다 ^^,1
5,배달도 빠르고 맛슨 있네~^^,1
4,양도 많구 맛있어요,1
5,늘 맛있어요~ 배달도 빠르구요~ 김밥은 정말 최고에요,1
5,잘먹었습니다 감사합니다 ^^,1
3,솔직히 전문중국집이 아니라 맛있을거라고 생각은안했지만 ㅠㅠ 짬뽕은 그럭저럭 먹을만했고 나머지 탕슉하고 짜장은 너무 별로였네요 .....,1
4,맛있게 잘먹었어요~,1
5,처음시켜봤는데.. 전체적으로 맛있네요. 맛있게 잘먹었습니다.,1
3,감사합니다♡♡♡♡♡♡♡,1
5,자주시켜먹는데 만두한두조각 정도는 기대하고잇슴다,1
4,맛있고 배달도 빠르고 양도 괜찮고 맛있게 잘먹었어요,1
4,맛있습니다 우동양이 생각보다 많아요,1
5,김밥먹고싶을때 자주시킵니다 괜찮음,1
1,계란말이 김밥 간이 잘안됨,-1
5,역시맛있습니다~!~!~!,1
5,맛있습니다맛있어요오,1
5,매번먹던 김밥천국이에요 배달도빠르고 맛도변함없이 좋습니당,1
3,맛있는음식은 맛있고 아닌건아니네요 ㅠ 들깨수재비 엄청 맛있었어요 김치볶음밥도 맛있긴한데 좀 쉰맛이 나네요 확인부탁하구요 ~ 그래도 맛있게 잘먹었습니다,1
5,계란찜까지 맛있게 먹었습니다~,1
2,배달느리고 동태탕별루네여ㅠㅠ 참치김밥만 맛잇게먹엇어요,-1
5,GOOD ~~~,1
5,또 시켜 먹어도 후회없습니다 ㅎㅎ,1
5,김밥은 여기가 젤 난것 같아요... 맛나게 잘 먹었습니다,1
4,음식맛이 깔끔하고 맛있네요,1
5,맛있게 먹었습니다,1
4,괜찮아요~~~~~~~~!!,1
5,좋아용 양도많구 배달도 빠르고ㅋㅋㅋ,1
5,맛있었습니다.감사합니다.,1
4,맛잇게 먹네요.참 조아요,1
3,부대찌개 얼큰하고 양도 많아 잘 먹었네요.,1
3,배달이 너무 늦고 너무 매웠습니다,1
5,만족합니다 깔끔합니다,1
1,일딴배달부터늦었네요..쫄면이다뿔구.떡볶이도완전뿔어서왓어요!!! 뿔은상태에서맛이있을리업구요...별루네요..ㅠ,-1
5,꼬맹이들이 잘 먹어요 좋아요,1
5,기대이상으로 맛있었어요,1
5,간단하게 먹기 딱좋습니다~,1
4,배달 빠르고 양도 많아요 근데 돈까스에 소스가 흠뻑이라 바삭하지 않아요,1
5,뭐 가볍게 먹기 좋은 음식점입니다,1
5,양도 많고 맛도 좋고~%%ㅎ 최고~~,1
5,가성비 짱. 맛있어요. 제육볶음은 일반보다 조금 단맛이 적은편 이에요. 다음엔 좀더 달게 부탁드려야겠어요. 식사 시키니 계란찜 반찬 주셨는데 저번에 찌개에도 주시는거 보면 고정같아요 맛있어요 다만 스티로폴이 눌었어요~ 몸에 안좋을거 같아요...ㅠ 다음엔 계란후라이로 대체 부탁 드려야겠어요..,1
5,여자친구가 양도 많고 특히 우동 맛있다고 좋아하네요. 만족합니다.,1
5,좋아조아욘 깔끔하고 맛나요,1
3,나쁘지 않아요 알던 맛입니다,1
5,요청사항 다 들어주시고 정말 감사해요~ 단골이지만 더더더 단골 되고프네요~~^^ 맛도 말하면 뭐해~~ 정말이지 굿뜨에욤♡,1
5,맛있어요.ㅋㅋㅋㅋㅎㅎ,1
5,국물떡볶이는 싱거워요! 그냥 떡볶이가 더 맛있네요. 순대는 스티로폼에 왔는데 위생비닐로 싸고 스티로폼에 넣어주셨으면 더 나을것 같아요. 스티로폼(ps)이 위생비닐 (pe) 보다 낮은 온도에서 녹고 환경호르몬도 나와서요.,1
5,돈까스랑 칼국수가 JMT 떡볶이도 맛있고 김밥도 괜찮아요 집 바로 앞 김천 있는데 여기서 배달시켜 먹음 ㅡ,1
5,맛있는것 생각날때 자꾸 주문합니다ㅎㅎ,1
5,매주 시켜먹고 있어요,1
5,맛있어요 맛있어요 맛있어요,1
5,맛있게 잘 먹엌ㅅ서용,1
5,양도 적당하고 맛있네요,1
5,치즈국물떡볶이가...ㅜㅜ,1
5,빠른 배송 감사합니다. 순삭했어요.ㅎㅎㅎ,1
3,그냥 혼밥용입니다. 맛은 기대하지마세요. 구성은 좋아요,1
5,낼름낼름낼름낼름낼름,1
3,돈까스소스따로주면좋겟씀.. 쫄면은다른음식때문에 뜨거움.. 어묵퍼짐.. 우동국물는줄줄샘,1
5,계란 세어나왔어요 슬픔,1
5,너무너무너무너무좋아요,1
5,빨라서 좋아요.,1
5,ㅇㅇㅎ.,1
5,맛잇어영 배달도 빠르구용,1
5,라볶이는 보통오뎅보통오징어덮밥보통,1
5,유아들도 먹기 좋아요 맛있어요 단골예약이요,1
5,태풍때문에 고생하셨지여 ㅠㅠ 감사합니다 맛있어요 감사합니다,1
